"rgn_id","product","year","gap_fill"
1,"corals",1994,"prod_average"
1,"corals",1995,"prod_average"
1,"corals",1996,"prod_average"
1,"corals",1997,"prod_average"
1,"corals",1998,"prod_average"
1,"corals",1999,"prod_average"
1,"corals",2000,"prod_average"
1,"corals",2001,"prod_average"
1,"corals",2002,"prod_average"
1,"corals",2003,"prod_average"
1,"corals",2004,"prod_average"
1,"corals",2005,"prod_average"
1,"corals",2006,"prod_average"
1,"corals",2007,"prod_average"
1,"corals",2008,"prod_average"
1,"corals",2009,"prod_average"
1,"corals",2010,"prod_average"
1,"corals",2011,"prod_average"
1,"corals",2012,"prod_average"
1,"corals",2013,"prod_average"
2,"corals",1994,"prod_average"
2,"corals",1995,"prod_average"
2,"corals",1996,"prod_average"
2,"corals",1997,"prod_average"
2,"corals",1998,"prod_average"
2,"corals",1999,"prod_average"
2,"corals",2000,"prod_average"
2,"corals",2001,"prod_average"
2,"corals",2002,"prod_average"
2,"corals",2003,"prod_average"
2,"corals",2004,"prod_average"
2,"corals",2005,"prod_average"
2,"corals",2006,"prod_average"
2,"corals",2007,"prod_average"
2,"corals",2008,"prod_average"
2,"corals",2009,"prod_average"
2,"corals",2010,"prod_average"
2,"corals",2011,"prod_average"
2,"corals",2012,"prod_average"
2,"corals",2013,"prod_average"
3,"corals",1994,"prod_average"
3,"corals",1995,"prod_average"
3,"corals",1996,"prod_average"
3,"corals",1997,"prod_average"
3,"corals",1998,"prod_average"
3,"corals",1999,"prod_average"
3,"corals",2000,"prod_average"
3,"corals",2001,"prod_average"
3,"corals",2002,"prod_average"
3,"corals",2003,"prod_average"
3,"corals",2004,"prod_average"
3,"corals",2005,"prod_average"
3,"corals",2006,"prod_average"
3,"corals",2007,"prod_average"
3,"corals",2008,"prod_average"
3,"corals",2009,"prod_average"
3,"corals",2010,"prod_average"
3,"corals",2011,"prod_average"
3,"corals",2012,"prod_average"
3,"corals",2013,"prod_average"
4,"corals",1994,"prod_average"
4,"corals",1995,"prod_average"
4,"corals",1996,"prod_average"
4,"corals",1997,"prod_average"
4,"corals",1998,"prod_average"
4,"corals",1999,"prod_average"
4,"corals",2000,"prod_average"
4,"corals",2001,"prod_average"
4,"corals",2002,"prod_average"
4,"corals",2003,"prod_average"
4,"corals",2004,"prod_average"
4,"corals",2005,"prod_average"
4,"corals",2006,"prod_average"
4,"corals",2007,"prod_average"
4,"corals",2008,"prod_average"
4,"corals",2009,"prod_average"
4,"corals",2010,"prod_average"
4,"corals",2011,"prod_average"
4,"corals",2012,"prod_average"
4,"corals",2013,"prod_average"
5,"corals",1994,"prod_average"
5,"corals",1995,"prod_average"
5,"corals",1996,"prod_average"
5,"corals",1997,"prod_average"
5,"corals",1998,"prod_average"
5,"corals",1999,"prod_average"
5,"corals",2000,"prod_average"
5,"corals",2001,"prod_average"
5,"corals",2002,"prod_average"
5,"corals",2003,"prod_average"
5,"corals",2004,"prod_average"
5,"corals",2005,"prod_average"
5,"corals",2006,"prod_average"
5,"corals",2007,"prod_average"
5,"corals",2008,"prod_average"
5,"corals",2009,"prod_average"
5,"corals",2010,"prod_average"
5,"corals",2011,"prod_average"
5,"corals",2012,"prod_average"
