"rgn_id","product","year","gapfilled","method"
1,"corals",2000,1,"prod_average"
2,"corals",2000,1,"prod_average"
3,"corals",2000,1,"prod_average"
4,"corals",2000,1,"prod_average"
5,"corals",2000,1,"prod_average"
6,"corals",2000,1,"prod_average"
7,"corals",2000,1,"prod_average"
8,"corals",2000,1,"prod_average"
1,"corals",2001,1,"prod_average"
2,"corals",2001,1,"prod_average"
3,"corals",2001,1,"prod_average"
4,"corals",2001,1,"prod_average"
5,"corals",2001,1,"prod_average"
6,"corals",2001,1,"prod_average"
7,"corals",2001,1,"prod_average"
8,"corals",2001,1,"prod_average"
1,"corals",2002,1,"prod_average"
2,"corals",2002,1,"prod_average"
3,"corals",2002,1,"prod_average"
4,"corals",2002,1,"prod_average"
5,"corals",2002,1,"prod_average"
6,"corals",2002,1,"prod_average"
7,"corals",2002,1,"prod_average"
8,"corals",2002,1,"prod_average"
1,"corals",2003,1,"prod_average"
2,"corals",2003,1,"prod_average"
3,"corals",2003,1,"prod_average"
4,"corals",2003,1,"prod_average"
5,"corals",2003,1,"prod_average"
6,"corals",2003,1,"prod_average"
7,"corals",2003,1,"prod_average"
8,"corals",2003,1,"prod_average"
1,"corals",2004,1,"prod_average"
2,"corals",2004,1,"prod_average"
3,"corals",2004,1,"prod_average"
4,"corals",2004,1,"prod_average"
5,"corals",2004,1,"prod_average"
6,"corals",2004,1,"prod_average"
7,"corals",2004,1,"prod_average"
8,"corals",2004,1,"prod_average"
1,"corals",2005,1,"prod_average"
2,"corals",2005,1,"prod_average"
3,"corals",2005,1,"prod_average"
4,"corals",2005,1,"prod_average"
5,"corals",2005,1,"prod_average"
6,"corals",2005,1,"prod_average"
7,"corals",2005,1,"prod_average"
8,"corals",2005,1,"prod_average"
1,"corals",2006,1,"prod_average"
2,"corals",2006,1,"prod_average"
3,"corals",2006,1,"prod_average"
4,"corals",2006,1,"prod_average"
5,"corals",2006,1,"prod_average"
6,"corals",2006,1,"prod_average"
7,"corals",2006,1,"prod_average"
8,"corals",2006,1,"prod_average"
1,"corals",2007,1,"prod_average"
2,"corals",2007,1,"prod_average"
3,"corals",2007,1,"prod_average"
4,"corals",2007,1,"prod_average"
5,"corals",2007,1,"prod_average"
6,"corals",2007,1,"prod_average"
7,"corals",2007,1,"prod_average"
8,"corals",2007,1,"prod_average"
1,"corals",2008,1,"prod_average"
2,"corals",2008,1,"prod_average"
3,"corals",2008,1,"prod_average"
4,"corals",2008,1,"prod_average"
5,"corals",2008,1,"prod_average"
6,"corals",2008,1,"prod_average"
7,"corals",2008,1,"prod_average"
8,"corals",2008,1,"prod_average"
1,"corals",2009,1,"prod_average"
2,"corals",2009,1,"prod_average"
3,"corals",2009,1,"prod_average"
4,"corals",2009,1,"prod_average"
5,"corals",2009,1,"prod_average"
6,"corals",2009,1,"prod_average"
7,"corals",2009,1,"prod_average"
8,"corals",2009,1,"prod_average"
1,"corals",2010,1,"prod_average"
2,"corals",2010,1,"prod_average"
3,"corals",2010,1,"prod_average"
4,"corals",2010,1,"prod_average"
5,"corals",2010,1,"prod_average"
6,"corals",2010,1,"prod_average"
7,"corals",2010,1,"prod_average"
8,"corals",2010,1,"prod_average"
1,"corals",2011,1,"prod_average"
2,"corals",2011,1,"prod_average"
3,"corals",2011,1,"prod_average"
4,"corals",2011,1,"prod_average"
5,"corals",2011,1,"prod_average"
6,"corals",2011,1,"prod_average"
7,"corals",2011,1,"prod_average"
8,"corals",2011,1,"prod_average"
1,"corals",2012,1,"prod_average"
2,"corals",2012,1,"prod_average"
3,"corals",2012,1,"prod_average"
4,"corals",2012,1,"prod_average"
5,"corals",2012,1,"prod_average"
6,"corals",2012,1,"prod_average"
7,"corals",2012,1,"prod_average"
8,"corals",2012,1,"prod_average"
1,"corals",2013,1,"prod_average"
