"rgn_id","habitat","extent_rank","layer"
1,"seagrass",3.493,"element_wts_cp_km2_x_protection"
2,"seagrass",3.493,"element_wts_cp_km2_x_protection"
3,"seagrass",3.493,"element_wts_cp_km2_x_protection"
4,"seagrass",3.493,"element_wts_cp_km2_x_protection"
5,"seagrass",3.493,"element_wts_cp_km2_x_protection"
6,"seagrass",3.493,"element_wts_cp_km2_x_protection"
7,"seagrass",3.493,"element_wts_cp_km2_x_protection"
8,"seagrass",3.493,"element_wts_cp_km2_x_protection"
1,"saltmarsh",1320,"element_wts_cp_km2_x_protection"
2,"saltmarsh",1320,"element_wts_cp_km2_x_protection"
3,"saltmarsh",1320,"element_wts_cp_km2_x_protection"
4,"saltmarsh",1320,"element_wts_cp_km2_x_protection"
5,"saltmarsh",1320,"element_wts_cp_km2_x_protection"
6,"saltmarsh",1320,"element_wts_cp_km2_x_protection"
7,"saltmarsh",1320,"element_wts_cp_km2_x_protection"
8,"saltmarsh",1320,"element_wts_cp_km2_x_protection"
1,"seaice_shoreline",2811799.24242425,"element_wts_cp_km2_x_protection"
2,"seaice_shoreline",2811799.24242425,"element_wts_cp_km2_x_protection"
3,"seaice_shoreline",2811799.24242425,"element_wts_cp_km2_x_protection"
4,"seaice_shoreline",2811799.24242425,"element_wts_cp_km2_x_protection"
5,"seaice_shoreline",2811799.24242425,"element_wts_cp_km2_x_protection"
6,"seaice_shoreline",2811799.24242425,"element_wts_cp_km2_x_protection"
7,"seaice_shoreline",2811799.24242425,"element_wts_cp_km2_x_protection"
8,"seaice_shoreline",2811799.24242425,"element_wts_cp_km2_x_protection"
